Date,Open,High,Low,Close,Volume,Adj Close
2012-04-25,190.00,191.56,189.75,191.40,461200,188.05
2012-04-24,187.45,190.57,186.91,188.57,812800,185.27
2012-04-23,188.00,188.28,184.00,186.94,1021400,183.67
2012-04-20,190.45,193.25,189.59,190.40,1177400,187.07
2012-04-19,195.51,195.99,189.71,190.60,1673100,187.27
2012-04-18,200.00,200.00,194.05,196.01,1287900,192.58
2012-04-17,200.77,202.99,199.64,201.81,736700,198.28
2012-04-16,199.50,201.28,197.52,198.18,464800,194.72
2012-04-13,201.51,201.72,197.48,197.81,387100,194.35
2012-04-12,198.70,201.91,198.49,201.71,459200,198.18
2012-04-11,200.64,201.05,197.15,197.81,564700,194.35
2012-04-10,202.38,203.63,197.44,198.60,998200,195.13
2012-04-09,201.64,208.21,200.78,202.74,762200,199.20
2012-04-05,202.87,206.20,202.43,205.98,969300,202.38
2012-04-04,205.59,206.14,202.99,203.82,681600,200.26
2012-04-03,205.44,207.27,202.38,206.57,605400,202.96
2012-04-02,207.70,209.37,203.38,206.29,479800,202.68
2012-03-30,201.73,204.90,199.18,204.90,658400,201.32
2012-03-29,201.23,202.22,198.70,199.59,478600,196.10
2012-03-28,203.89,204.55,200.20,202.73,351500,199.19
2012-03-27,208.69,208.69,203.46,203.58,555500,200.02
2012-03-26,201.52,205.20,200.71,205.19,385300,201.60
2012-03-23,199.02,201.44,198.24,201.11,364400,197.59
2012-03-22,199.55,200.12,198.15,198.52,572100,195.05
2012-03-21,202.68,204.27,200.70,201.34,652600,197.82
2012-03-20,204.62,204.62,202.93,203.30,320200,199.75
2012-03-19,204.02,206.52,203.81,205.09,308900,201.50
2012-03-16,204.04,205.72,203.02,205.60,736100,202.01
2012-03-15,201.24,205.09,199.35,205.08,537600,201.49
2012-03-14,206.42,206.42,198.84,200.67,491300,197.16
2012-03-13,197.00,203.01,195.26,203.00,773000,199.45
2012-03-12,196.98,196.98,194.51,194.88,627300,191.47
2012-03-09,196.32,197.51,195.28,196.91,437600,193.47
2012-03-08,198.55,198.97,195.02,195.55,685200,192.13
2012-03-07,194.15,196.72,193.28,196.72,516000,193.28
2012-03-06,193.65,194.95,191.88,193.17,870600,189.79
2012-03-05,196.74,196.82,194.55,195.24,456400,191.83
2012-03-02,197.80,200.25,197.60,198.25,831200,193.31
2012-03-01,198.02,200.00,197.16,198.50,706600,193.55
2012-02-29,202.09,202.09,197.57,199.00,1230900,194.04
2012-02-28,197.94,199.90,197.40,198.33,567100,193.39
2012-02-27,195.00,198.40,194.00,197.71,477000,192.78
2012-02-24,198.49,199.10,195.23,196.00,585700,191.12
2012-02-23,193.59,198.09,192.80,197.13,652500,192.22
2012-02-22,192.70,194.60,192.40,193.51,483500,188.69
2012-02-21,196.37,196.79,193.87,194.53,582200,189.68
2012-02-17,194.73,196.80,192.20,196.19,716500,191.30
2012-02-16,193.08,193.21,190.56,193.12,855100,188.31
2012-02-15,192.68,192.95,189.43,189.88,781500,185.15
2012-02-14,191.00,192.81,189.88,191.52,646100,186.75
2012-02-13,191.37,192.71,190.56,192.45,554600,187.66
2012-02-10,188.02,190.41,187.56,190.00,419500,185.27
2012-02-09,190.46,190.96,188.54,190.19,605500,185.45
2012-02-08,189.77,190.65,188.99,190.25,565600,185.51
2012-02-07,188.98,189.99,187.32,189.47,417600,184.75
2012-02-06,184.01,190.20,184.01,190.18,734900,185.44
2012-02-03,185.26,188.69,184.69,188.64,1331900,183.94
2012-02-02,182.98,184.42,182.35,183.77,1007400,179.19
2012-02-01,185.48,185.48,181.11,183.00,1086800,178.44
2012-01-31,184.41,184.88,180.41,182.00,758400,177.47
2012-01-30,185.68,186.00,182.81,183.22,597600,178.66
2012-01-27,186.00,189.05,185.58,187.49,506600,182.82
2012-01-26,189.80,191.68,186.40,187.86,719300,183.18
2012-01-25,188.04,188.81,186.32,188.24,638000,183.55
2012-01-24,184.23,189.25,184.23,189.02,633900,184.31
2012-01-23,181.99,185.71,181.63,185.56,708500,180.94
2012-01-20,184.75,186.59,180.83,182.82,1275000,178.26
2012-01-19,187.00,187.80,181.05,187.54,919300,182.87
2012-01-18,187.50,188.75,185.61,187.80,720800,183.12
2012-01-17,188.62,190.40,186.92,187.46,1336800,182.79
2012-01-13,185.74,186.92,184.40,186.57,911900,181.92
2012-01-12,186.91,187.17,182.26,187.06,632600,182.40
2012-01-11,182.03,184.10,179.04,183.87,534800,179.29
2012-01-10,182.42,183.60,181.00,183.09,540600,178.53
2012-01-09,179.30,179.86,177.30,179.25,632100,174.78
2012-01-06,179.68,180.95,177.51,179.13,413100,174.67
2012-01-05,179.50,179.92,175.18,179.33,812200,174.86
2012-01-04,179.55,180.87,177.64,179.96,481600,175.48
2012-01-03,183.65,185.96,180.87,181.27,654300,176.75
2011-12-30,179.40,179.43,177.87,178.24,252200,173.80
2011-12-29,177.40,179.50,176.55,179.40,342200,174.93
2011-12-28,177.88,177.88,175.90,176.44,301000,172.04
2011-12-27,178.18,179.77,177.02,177.84,310700,173.41
2011-12-23,176.70,178.73,175.00,178.41,313100,173.96
2011-12-22,173.88,176.20,173.51,175.49,588600,171.12
2011-12-21,173.34,174.46,170.11,173.35,601900,169.03
2011-12-20,169.54,173.91,169.22,173.14,608400,168.83
2011-12-19,170.57,170.89,165.09,165.60,667500,161.47
2011-12-16,168.72,170.89,167.87,170.33,940900,166.09
2011-12-15,169.88,169.95,167.50,167.84,443600,163.66
2011-12-14,166.80,168.68,165.28,166.94,691200,162.78
2011-12-13,171.00,172.34,165.37,167.75,498100,163.57
2011-12-12,166.34,170.32,166.34,169.48,532000,165.26
2011-12-09,168.61,173.55,168.29,172.68,729600,168.38
2011-12-08,172.65,172.89,167.13,167.50,715000,163.33
2011-12-07,172.89,175.21,170.98,174.37,497900,170.03
2011-12-06,176.23,176.23,172.00,173.46,530100,169.14
2011-12-05,172.94,176.50,172.12,176.31,1009300,171.92
2011-12-02,169.65,173.22,168.12,169.02,618200,164.81
2011-12-01,169.50,170.24,165.45,167.41,752500,163.24
2011-11-30,167.60,172.53,166.07,172.04,1388200,166.41
2011-11-29,159.55,162.79,158.91,161.03,877300,155.76
2011-11-28,157.81,160.34,157.35,159.83,975200,154.60
2011-11-25,151.23,153.77,150.35,151.27,217100,146.32
2011-11-23,153.78,154.90,151.44,151.49,894700,146.53
2011-11-22,156.32,157.66,154.06,155.81,562800,150.71
2011-11-21,156.43,158.00,154.29,156.61,640400,151.49
2011-11-18,160.89,161.20,158.12,159.26,667800,154.05
2011-11-17,160.96,163.16,158.74,159.60,1014700,154.38
2011-11-16,163.43,164.88,160.94,161.33,810000,156.05
2011-11-15,162.88,168.33,162.40,165.88,1068200,160.45
2011-11-14,162.80,165.19,161.77,163.12,762300,157.78
2011-11-11,161.98,166.00,160.50,164.33,946200,158.96
2011-11-10,156.27,160.76,154.46,159.88,1170000,154.65
2011-11-09,159.06,159.06,152.99,153.23,1086900,148.22
2011-11-08,163.39,163.91,159.43,163.16,816900,157.82
2011-11-07,158.01,160.24,155.60,160.05,720700,154.82
2011-11-04,157.02,158.68,154.57,157.60,541100,152.45
2011-11-03,157.13,160.22,153.05,159.26,841000,154.05
2011-11-02,152.63,155.99,150.74,155.52,772200,150.43
2011-11-01,152.09,155.13,149.84,150.00,1845900,145.09
2011-10-31,166.51,166.92,157.75,157.79,1355800,152.63
2011-10-28,169.10,170.80,165.23,169.78,939300,164.23
2011-10-27,159.97,170.42,159.66,169.12,2000000,163.59
2011-10-26,153.23,155.25,151.42,154.37,963700,149.32
2011-10-25,158.23,158.23,149.93,150.38,915900,145.46
2011-10-24,155.70,158.34,154.13,157.48,776400,152.33
2011-10-21,154.51,155.75,152.15,154.32,941300,149.27
2011-10-20,149.04,153.51,146.53,152.16,1160300,147.18
2011-10-19,153.00,154.00,148.06,148.92,1540800,144.05
2011-10-18,151.02,157.76,150.28,156.30,1155200,151.19
2011-10-17,154.25,155.37,150.25,150.73,619700,145.80
2011-10-14,154.05,159.49,154.05,155.91,1061300,150.81
2011-10-13,155.53,155.53,149.52,153.65,1038100,148.62
2011-10-12,154.49,160.19,154.33,156.00,1219000,150.90
2011-10-11,153.45,155.44,152.02,153.06,776200,148.05
2011-10-10,152.88,156.72,150.93,155.25,1081400,150.17
2011-10-07,152.35,153.00,147.69,147.78,1009800,142.95
2011-10-06,150.47,152.19,145.30,151.67,781000,146.71
2011-10-05,147.52,151.14,145.51,150.49,869300,145.57
2011-10-04,140.06,147.57,137.00,147.20,1300000,142.39
2011-10-03,146.81,148.70,141.43,141.77,1041900,137.13
2011-09-30,149.36,151.57,147.61,148.01,1095600,143.17
2011-09-29,152.73,152.78,148.07,151.66,1147400,146.70
2011-09-28,157.72,157.72,148.26,148.55,952700,143.69
2011-09-27,153.90,157.75,151.14,152.49,1188000,147.50
2011-09-26,148.01,150.64,144.68,150.35,872500,145.43
2011-09-23,143.56,147.88,142.79,147.63,770800,142.80
2011-09-22,142.66,145.45,140.22,144.75,1301400,140.02
2011-09-21,155.39,156.83,147.21,147.22,895800,142.40
2011-09-20,157.54,159.42,155.34,155.58,702200,150.49
2011-09-19,156.50,157.72,154.50,156.25,714100,151.14
2011-09-16,159.98,161.89,157.71,160.88,1152900,155.62
2011-09-15,154.23,159.46,153.50,159.18,1009800,153.97
2011-09-14,153.00,154.32,149.10,152.30,1101800,147.32
2011-09-13,153.36,153.68,150.07,151.22,1192300,146.27
2011-09-12,149.26,152.05,148.10,151.30,939700,146.35
2011-09-09,154.49,154.94,150.08,151.07,879100,146.13
2011-09-08,157.75,158.31,155.52,155.86,909800,150.76
2011-09-07,154.81,159.02,154.23,158.91,924700,153.71
2011-09-06,150.25,152.62,148.90,152.41,1055400,147.42
2011-09-02,160.19,161.07,155.05,156.04,769100,150.94
2011-09-01,164.72,166.40,162.15,162.68,814200,157.36
2011-08-31,166.57,167.34,163.07,164.75,1460800,159.36
2011-08-30,167.25,168.94,165.64,167.00,627400,160.21
2011-08-29,163.77,168.29,163.00,168.18,594300,161.34
2011-08-26,158.05,163.01,154.58,160.99,742600,154.44
2011-08-25,165.22,167.97,157.01,158.64,1036700,152.19
2011-08-24,158.35,163.73,156.76,163.73,707600,157.07
2011-08-23,153.30,159.44,150.24,159.41,1118000,152.93
2011-08-22,155.24,156.47,151.48,152.17,1197200,145.98
2011-08-19,150.25,156.04,150.00,151.33,1195500,145.17
2011-08-18,157.76,157.76,150.50,152.28,1029400,146.09
2011-08-17,162.33,164.68,159.38,161.18,867500,154.62
2011-08-16,160.16,164.81,158.91,161.16,874900,154.61
2011-08-15,162.63,165.64,162.01,165.14,782900,158.42
2011-08-12,167.06,168.50,159.91,161.07,947800,154.52
2011-08-11,150.05,164.52,148.67,161.98,1968300,155.39
2011-08-10,151.56,155.12,145.87,148.06,1944200,142.04
2011-08-09,150.02,156.69,144.64,156.54,2030800,150.17
2011-08-08,154.03,159.74,145.14,145.25,1855300,139.34
2011-08-05,165.64,167.56,157.00,161.58,1897300,155.01
2011-08-04,170.88,172.68,162.88,163.25,1276000,156.61
2011-08-03,174.61,176.71,169.54,173.45,1490600,166.40
2011-08-02,179.52,179.52,173.95,174.49,1141800,167.39
2011-08-01,181.40,181.50,175.09,178.36,978800,171.11
2011-07-29,172.50,179.58,172.38,178.46,1276300,171.20
2011-07-28,177.34,178.26,174.05,175.07,1279500,167.95
2011-07-27,184.58,184.58,175.65,176.84,1612500,169.65
2011-07-26,188.73,188.73,183.52,184.42,762200,176.92
2011-07-25,185.50,187.42,184.20,186.00,393400,178.43
2011-07-22,188.21,189.99,187.50,187.92,572500,180.28
2011-07-21,184.75,188.58,184.75,187.72,728600,180.08
2011-07-20,189.57,191.49,184.14,184.50,915900,177.00
2011-07-19,181.49,183.94,179.71,183.69,1211500,176.22
2011-07-18,184.24,184.24,178.78,180.25,701000,172.92
2011-07-15,187.79,187.80,182.35,184.54,745700,177.03
2011-07-14,186.35,186.81,181.76,182.27,672400,174.86
2011-07-13,185.23,187.00,184.50,185.05,765300,177.52
2011-07-12,185.40,188.56,183.50,183.69,943500,176.22
2011-07-11,190.17,192.45,185.82,186.38,835600,178.80
2011-07-08,195.25,195.85,193.86,195.45,618200,187.50
2011-07-07,197.76,199.10,197.05,198.49,414300,190.42
2011-07-06,194.19,195.78,193.09,195.55,570600,187.60
2011-07-05,195.44,196.35,194.18,194.51,402300,186.60
2011-07-01,192.05,196.64,191.10,196.42,741100,188.43
2011-06-30,192.81,193.28,189.84,191.81,782100,184.01
2011-06-29,190.48,192.50,189.23,191.89,829200,184.09
2011-06-28,187.47,189.28,186.20,189.26,593300,181.56
2011-06-27,184.56,187.42,184.10,187.07,434200,179.46
2011-06-24,187.48,187.86,183.51,184.39,771700,176.89
2011-06-23,186.18,187.99,184.71,187.37,690500,179.75
2011-06-22,189.69,191.41,189.08,189.14,590300,181.45
2011-06-21,190.35,191.85,188.67,190.73,543000,182.97
2011-06-20,186.85,189.79,186.14,189.40,407300,181.70
2011-06-17,190.95,191.00,186.90,187.34,659200,179.72
2011-06-16,186.99,189.00,185.19,188.13,826800,180.48
2011-06-15,190.53,191.38,185.51,186.32,826600,178.74
2011-06-14,191.71,193.00,191.12,192.56,516900,184.73
2011-06-13,188.93,189.22,186.00,188.93,762100,181.25
2011-06-10,190.11,191.69,185.27,185.82,896000,178.26
2011-06-09,190.19,193.15,187.44,192.32,440500,184.50
2011-06-08,189.26,190.86,188.94,189.69,600300,181.97
2011-06-07,189.04,191.57,188.48,189.64,678000,181.93
2011-06-06,192.88,193.98,187.51,187.85,795600,180.21
2011-06-03,196.28,196.33,193.54,193.63,753800,185.75
2011-06-02,199.43,201.03,197.89,199.58,600600,190.14
2011-06-01,207.25,207.42,199.29,199.35,1055300,189.92
2011-05-31,202.50,205.56,201.38,205.56,897700,195.84
2011-05-27,198.00,201.18,197.70,200.67,663000,191.18
2011-05-26,195.42,198.22,194.00,197.54,629900,188.20
2011-05-25,193.00,195.86,193.00,195.41,625500,186.17
2011-05-24,192.54,194.23,191.52,193.05,1056300,183.92
2011-05-23,195.57,196.20,193.51,194.74,542500,185.53
2011-05-20,198.00,199.99,197.33,197.51,566300,188.17
2011-05-19,198.03,199.86,196.03,198.10,916100,188.73
2011-05-18,190.48,193.75,189.50,193.25,361900,184.11
2011-05-17,191.08,191.95,187.47,190.54,608300,181.53
2011-05-16,192.26,195.90,191.73,191.95,457900,182.87
2011-05-13,196.22,196.67,193.89,194.24,299600,185.06
2011-05-12,194.16,196.00,192.08,195.88,485000,186.62
2011-05-11,197.15,197.15,194.17,194.52,503200,185.32
2011-05-10,197.01,198.16,195.67,198.00,423100,188.64
2011-05-09,197.32,197.32,194.23,196.67,431600,187.37
2011-05-06,194.09,197.56,193.89,195.74,746600,186.49
2011-05-05,193.22,193.88,190.74,191.47,516700,182.42
2011-05-04,197.06,197.85,192.62,194.01,574300,184.84
2011-05-03,197.61,197.61,192.01,194.07,570700,184.89
2011-05-02,196.86,197.50,195.32,195.53,462900,186.28
2011-04-29,197.85,198.27,194.88,195.94,454000,186.68
2011-04-28,198.90,199.34,196.53,198.00,534200,188.64
2011-04-27,199.14,200.41,196.78,199.90,746400,190.45
2011-04-26,197.41,199.50,196.74,198.93,565700,189.52
2011-04-25,198.77,199.99,195.90,197.13,803400,187.81
2011-04-21,195.80,199.21,194.12,198.88,959000,189.48
2011-04-20,194.37,196.48,192.80,193.72,984100,184.56
2011-04-19,191.32,192.03,189.35,192.03,708700,182.95
2011-04-18,191.08,192.99,189.06,190.55,971100,181.54
2011-04-15,194.98,195.09,192.55,193.24,681600,184.10
2011-04-14,193.16,194.29,192.15,193.38,679400,184.24
2011-04-13,196.03,196.93,193.28,194.68,1179600,185.48
2011-04-12,197.21,197.21,193.92,194.78,904900,185.57
2011-04-11,195.85,197.29,195.52,195.95,797900,186.69
2011-04-08,199.00,199.91,195.31,196.10,817000,186.83
2011-04-07,199.65,199.79,196.80,197.99,959400,188.63
2011-04-06,200.74,200.75,198.70,199.22,1058800,189.80
2011-04-05,200.25,202.20,198.93,199.48,1303700,190.05
2011-04-04,201.40,202.80,199.82,200.99,1768900,191.49
2011-04-01,202.05,204.50,202.00,202.43,18680000,192.86
2011-03-31,198.10,201.04,198.10,201.01,2705100,191.51
2011-03-30,196.34,200.10,194.88,198.84,4569000,189.44
2011-03-29,187.26,187.87,185.20,186.50,975700,177.68
2011-03-28,189.30,190.68,187.19,187.47,570300,178.61
2011-03-25,186.59,189.02,185.55,188.24,592500,179.34
2011-03-24,183.95,186.50,183.95,185.55,1010400,176.78
2011-03-23,184.78,185.14,181.37,183.70,525700,175.01
2011-03-22,185.63,186.34,184.68,185.03,509900,176.28
2011-03-21,185.01,187.13,185.00,186.00,461800,177.21
2011-03-18,185.28,186.76,183.09,184.55,748500,175.82
2011-03-17,183.29,184.54,181.71,183.96,675100,175.26
2011-03-16,185.20,186.23,179.52,179.77,924900,171.27
2011-03-15,183.29,186.78,180.29,185.70,792200,176.92
2011-03-14,188.68,189.18,185.59,188.43,584400,179.52
2011-03-11,190.75,191.92,188.32,189.98,593700,181.00
2011-03-10,194.38,196.21,188.91,190.38,944700,181.38
2011-03-09,198.07,198.78,195.65,196.90,552300,187.59
2011-03-08,199.08,200.39,196.85,198.83,564300,189.43
2011-03-07,202.50,203.11,196.64,198.24,654600,188.87
2011-03-04,207.18,207.44,201.01,201.89,537400,192.34
2011-03-03,199.37,207.16,199.21,207.06,704800,197.27
2011-03-02,200.73,202.03,198.74,198.85,710100,188.14
2011-03-01,209.77,209.77,200.90,201.43,748100,190.58
2011-02-28,203.11,205.61,200.51,203.99,685300,193.00
2011-02-25,202.99,204.55,201.44,203.92,863900,192.93
2011-02-24,195.79,201.44,193.58,201.20,832500,190.36
2011-02-23,199.00,199.83,194.38,195.13,682900,184.62
2011-02-22,203.41,204.16,197.91,198.41,537500,187.72
2011-02-18,205.45,207.47,202.90,206.67,516900,195.54
2011-02-17,205.02,205.48,202.80,204.59,379000,193.57
2011-02-16,206.03,207.00,204.00,205.34,458200,194.28
2011-02-15,203.61,206.00,202.54,205.66,457800,194.58
2011-02-14,203.50,206.44,202.59,205.01,672500,193.97
2011-02-11,200.01,203.60,199.00,203.42,473000,192.46
2011-02-10,198.01,201.59,198.01,200.71,486900,189.90
2011-02-09,198.27,200.65,197.26,199.62,447000,188.87
2011-02-08,196.78,199.45,195.06,199.37,727600,188.63
2011-02-07,195.26,198.50,195.00,196.00,808400,185.44
2011-02-04,197.10,197.65,194.06,194.35,702200,183.88
2011-02-03,197.00,197.82,194.51,196.82,462100,186.22
2011-02-02,199.57,199.99,197.03,197.64,778200,186.99
2011-02-01,199.23,202.00,198.50,201.23,639200,190.39
2011-01-31,194.60,198.20,194.54,198.02,699800,187.35
2011-01-28,201.38,201.47,193.95,194.28,1041700,183.81
2011-01-27,200.76,202.06,198.75,201.73,729600,190.86
2011-01-26,199.16,200.83,196.92,199.96,1313700,189.19
2011-01-25,199.34,199.87,194.92,198.01,1361900,187.34
2011-01-24,194.23,194.90,191.31,193.58,789900,183.15
2011-01-21,192.46,194.65,191.30,193.07,627400,182.67
2011-01-20,192.74,193.01,189.25,190.87,806800,180.59
2011-01-19,195.76,196.94,191.00,191.56,774300,181.24
2011-01-18,199.31,199.99,193.75,196.52,812000,185.93
2011-01-14,195.33,199.10,193.67,199.06,808200,188.34
2011-01-13,193.84,196.09,192.49,195.81,609000,185.26
2011-01-12,194.70,195.24,191.04,193.84,818100,183.40
2011-01-11,191.87,195.68,190.72,193.42,734000,183.00
2011-01-10,188.11,191.54,187.43,191.17,898300,180.87
2011-01-07,191.52,191.52,185.46,188.36,886200,178.21
2011-01-06,192.68,192.79,188.36,189.93,727300,179.70
2011-01-05,190.03,192.84,189.25,192.00,925300,181.66
2011-01-04,191.26,191.50,188.71,190.04,794400,179.80
2011-01-03,191.52,195.00,189.53,190.19,1085200,179.94
2010-12-31,188.30,190.60,187.36,190.58,480700,180.31
2010-12-30,189.80,190.60,187.72,188.02,379000,177.89
2010-12-29,190.54,191.47,189.36,190.82,379600,180.54
2010-12-28,189.20,190.00,187.35,189.41,304400,179.21
2010-12-27,188.56,189.97,187.03,189.26,387900,179.06
2010-12-23,190.72,191.74,188.41,188.67,356200,178.51
2010-12-22,193.39,193.74,190.31,190.96,678600,180.67
2010-12-21,189.44,192.58,188.74,192.51,888800,182.14
2010-12-20,187.53,189.00,185.46,188.50,1502200,178.35
2010-12-17,182.72,189.03,181.25,187.20,3979700,177.12
2010-12-16,181.65,183.30,178.23,183.11,937900,173.25
2010-12-15,183.09,184.13,180.65,180.90,753100,171.15
2010-12-14,181.94,184.23,181.34,182.66,713800,172.82
2010-12-13,184.00,185.28,181.57,181.88,925700,172.08
2010-12-10,179.80,183.11,178.50,183.05,1982000,173.19
2010-12-09,178.13,179.90,175.13,179.82,1489600,170.13
2010-12-08,171.51,174.30,171.25,173.70,848900,164.34
2010-12-07,173.01,174.47,169.60,171.39,1323500,162.16
2010-12-06,172.69,172.95,169.95,171.48,747600,162.24
2010-12-03,170.54,172.76,168.06,172.35,719600,163.07
2010-12-02,168.12,171.88,168.09,171.85,1048400,162.59
2010-12-01,164.50,167.75,163.75,167.62,1506800,158.59
2010-11-30,162.28,164.00,162.00,163.00,1147600,153.27
2010-11-29,164.14,164.43,161.53,163.10,1046000,153.37
2010-11-26,165.14,165.97,164.01,164.60,230900,154.78
2010-11-24,165.06,166.45,164.43,165.89,948900,155.99
2010-11-23,166.00,166.07,162.55,163.03,1200500,153.30
2010-11-22,168.56,169.80,166.26,166.87,1077000,156.91
2010-11-19,169.63,170.00,166.81,168.98,842100,158.90
2010-11-18,171.33,171.92,168.87,169.15,2262700,159.06
2010-11-17,168.25,170.01,167.04,168.93,1929800,158.85
2010-11-16,170.86,172.35,165.78,167.28,2319400,157.30
2010-11-15,173.72,173.75,170.92,173.08,1715400,162.75
2010-11-12,170.32,173.08,167.50,173.07,3350200,162.74
